geoid,Excess Housing Costs,Married Couple HH,Single Male HH,Single Female HH,Poverty,With Insurance,Without Insurance,Edu <9th Grade,"Education 9th to 12th Grade, No Diploma (2020-2024)",Edu High School,Edu Some College,Edu Associate,Edu Bachelors,Edu Graduate,Lead Paint EJI,Drinking Water NC,Drinking Water EJI,MH Providers Male,MH Providers Female,MH Providers Total,Total HC Workers,MH Provider Ratio,Poor Mental Health %,City,pop_proxy,weight_norm,poverty_rate,housing_cost_rate,grad_edu_rate,married_hh_rate,single_female_hh_rate,uninsured_rate
2106515,4679.6096,3979.3438,613.6555,2386.489,6704.301,27644.9953,2913.8838,1337.9558,2339.0093,6074.3326,4659.6431,2012.7766,2586.6034,1745.6802,138.8695,0.0,0.0,1,16,17,372,1799.46,19.2132,Louisville,30558.8791,0.021830546383754503,0.21938244513539323,0.15312919218976884,0.05712326918204333,0.1302146447300572,0.07809222648397193,0.09534997800433052
2106514,3296.8281,6510.2205,525.2544,1289.461,2562.8346,29521.2261,1815.923,545.552,766.4431,5878.7401,4739.7495,2336.5559,4478.3197,2928.8713,25.5392,0.0,0.0,3,28,31,344,1011.81,15.2278,Louisville,31337.1491,0.022386524215221647,0.08178002446226157,0.10520174913584798,0.09346025161390274,0.207741065984015,0.04114668661143105,0.05794608335691402
2106511,2685.7747,6365.1339,657.4077,1302.7663,2319.6074,30509.1334,1196.3946,557.7624,1118.7198,6011.1116,5439.7414,2423.9055,3967.8662,2613.8686,33.9113,0.0,0.0,0,4,4,137,7949.74,16.0778,Louisville,31705.528,0.022649685460008485,0.07315866940713281,0.08470731011607452,0.08243944590842617,0.20075152662568416,0.041088267375097014,0.03773338411572532
2106508,3183.4021,4901.4654,1055.1032,1976.4261,5212.3528,28989.7029,2340.1056,613.1229,1620.0093,6985.2862,4103.0156,2013.7031,3917.6629,1653.3108,46.7161,0.0,0.0,9,9,18,480,1754.32,17.5135,Louisville,31329.8085,0.022381280262776266,0.1663650907700004,0.10160612676177826,0.05276949045218543,0.15644235290002173,0.06308251189879124,0.0746902398002273
2106506,3109.3786,4706.8866,1022.0339,2200.1735,3828.2012,27365.773,1661.7607,816.471,1466.4216,6338.6666,4205.8448,1694.0479,2341.1979,1793.488,62.4498,0.0,0.0,6,10,16,191,1824.5,17.784,Louisville,29027.5337,0.02073658915204933,0.13187718124391518,0.10711455949288957,0.06178362360755411,0.16214689479820332,0.07579347695402196,0.05724576780810669
2106312,3715.5255,2720.531,623.5296,3407.3799,7648.4339,26778.002,1065.7131,434.1204,2288.315,7565.1408,4039.2813,1808.733,1146.0831,728.9734,139.5069,0.0,0.0,2,7,9,167,3097.97,19.6697,Louisville,27843.7151,0.019890896914036213,0.2746817079123212,0.13343736815608503,0.026179955419978418,0.09770367519400476,0.12237079416194134,0.038273442417085454
2106311,3972.2636,3890.3597,617.6334,2715.0138,4589.9128,25856.4774,3054.7534,1253.0096,1795.8003,6695.1186,3906.4225,1605.2825,2513.164,1114.6768,113.794,0.0,0.0,15,23,38,318,765.89,17.811,Louisville,28911.2308,0.02065350508850411,0.15875332594536426,0.13739042232604204,0.03855381508645123,0.13455757623517586,0.09390537239347163,0.10565609485934237
2106310,4347.8162,2842.3529,1023.4231,2866.3427,5488.7781,26494.0739,1253.9167,941.6963,2007.8192,7763.534,4815.3566,1524.622,1924.2494,849.7962,170.6757,0.0,0.0,5,30,35,425,798.57,19.5207,Louisville,27747.9906,0.019822513576726184,0.19780100037224418,0.15668376059776387,0.03062440044215518,0.10243085743090057,0.10329538617523623,0.045187831084565644
2106309,5406.9387,2010.5704,475.2702,2519.3433,9798.3572,25256.4642,1526.8382,739.922,1780.643,6089.1972,5144.2178,1524.1754,3341.315,2578.2774,168.6007,0.0,0.0,136,296,432,8775,67.85,20.1314,Louisville,26783.302399999997,0.01913336295614728,0.3658246182286234,0.201869685431867,0.09626076354335068,0.07506525165277406,0.09406044116347792,0.05700496422113275
2106308,4745.207,2483.491,1163.3316,2569.6227,8483.1311,24536.1523,1744.7773,583.0124,2612.6675,7705.2821,3582.2272,1507.0702,1484.4931,819.6987,240.7237,0.0,0.0,6,16,22,278,1203.68,20.9132,Louisville,26280.929600000003,0.018774479612407864,0.32277428747088643,0.18055017543308538,0.03118868030146462,0.09449424139694826,0.09777146271634483,0.06638695584969528
2106307,4885.4447,1977.0801,556.3182,1974.6274,7881.9125,26048.4804,1715.5363,822.0844,1100.8182,4544.2766,3510.092,1143.4478,3024.8988,2532.3107,170.3934,0.0,0.0,23,55,79,397,354.61,22.4983,Louisville,27764.0167,0.0198339622466285,0.28387926379313144,0.17595684356278454,0.09120508470646804,0.07120759628428389,0.07111925850201271,0.06178769199155569
2106306,4096.3286,5395.8871,599.6971,1245.6352,2150.9384,28313.3548,1671.5186,514.8526,561.8981,3777.3273,4550.2103,1559.8574,6772.2142,5270.6038,35.8211,0.0,0.0,32,59,91,696,335.17,14.1108,Louisville,29984.8734,0.02142049017660817,0.07173172417915964,0.13660861384147643,0.17576956087595566,0.17994763827689608,0.04154073431124404,0.05574353555431205
2106305,3511.8862,5997.3041,383.134,1183.3392,2345.674,30917.0941,948.2525,258.1512,396.0,2261.1308,3428.8932,1305.799,7950.9242,7500.6692,49.9075,0.0,0.0,18,56,76,783,424.98,13.7779,Louisville,31865.346599999997,0.022763856118849395,0.07360975606786377,0.11020674080034014,0.23537901266661052,0.18820180974244474,0.037134448289720165,0.029757176494151362
2106304,3511.5752,5451.0055,343.9332,881.094,1849.744,26363.5589,950.6105,179.5454,433.4663,2383.1007,3689.4404,1061.2222,7202.9911,6296.9051,45.0277,0.0,0.0,39,89,128,1306,217.23,13.7186,Louisville,27314.1694,0.019512601887954326,0.06771856227258104,0.1285576943923328,0.23052777040438197,0.19955964468593046,0.032256581941607874,0.03480155975163017
2106469,3772.3659,4570.0934,901.5542,1603.5197,2850.2553,26956.1398,3026.78,584.7364,958.9699,5517.4773,5226.3474,1201.5328,5327.7174,2734.5933,72.777,0.0,0.0,26,93,119,1809,256.06,15.7894,Louisville,29982.9198,0.021419094570595404,0.09505946250563277,0.12581296658884472,0.09120199487726752,0.15241814380786864,0.053479321939755194,0.10094677481094384
2106465,3118.0946,6178.2131,582.7554,1165.3237,1698.7206,28139.4593,1098.1384,523.51,676.6619,4984.5653,4667.0639,2285.7405,5387.5133,3408.0637,24.8151,0.0,0.0,16,47,63,1338,469.13,14.5192,Louisville,29237.5977,0.020886653946001706,0.05809856606084772,0.1066430966352398,0.11656043613883714,0.211303331417977,0.03985566311889164,0.03755783404072077
2106461,3088.0143,4813.6365,478.8156,1973.3146,4304.3304,26844.3515,1464.2607,487.8013,1428.9795,6929.7368,4331.2932,2383.6118,2599.4008,1257.6836,57.1158,0.0,0.0,7,23,30,536,951.24,17.4342,Louisville,28308.6122,0.020223008496794592,0.15204483797202986,0.1090800636258804,0.044426027142823246,0.17003540938649805,0.06970475561653931,0.05172309283699761
2106458,4424.6514,4472.5336,1379.7461,2548.196,7423.6082,28914.7817,3986.5343,960.4966,2308.0516,7973.8365,3982.4848,1672.5818,2820.9405,1210.5549,63.5907,0.0,0.0,0,5,5,157,6597.51,19.3758,Louisville,32901.316,0.02350392835660534,0.22562570367386903,0.13447841787186043,0.03679239175746778,0.13593370144521133,0.07744731404318164,0.12116272605247606
2106456,2754.4716,5097.5548,1050.7334,2344.572,4499.223,31705.9451,1602.3678,935.46,1846.7924,8724.8015,4911.4534,2290.574,2146.9295,1413.6999,71.2163,0.0,0.0,0,6,6,152,5564.03,18.2267,Louisville,33308.312900000004,0.02379467739469733,0.13507402609916938,0.08269373818275308,0.04244158095497671,0.15303692439720062,0.07038788242311657,0.048105699592500446
2106454,4028.2145,2623.4421,916.5522,1863.3849,6176.8614,24650.5168,1950.6594,1098.8322,1771.3341,5093.1878,3636.7226,1370.3019,3406.3952,2120.0552,133.0032,0.0,0.0,10,15,25,843,1075.08,19.8532,Louisville,26601.1762,0.019003256271154477,0.23219383833718082,0.1514242470132951,0.07969480331462506,0.09861757475315121,0.07004633327704972,0.0733270611146467
2106453,2758.4276,7769.7149,514.1446,520.4822,944.5244,29653.5185,598.5234,92.0349,177.2324,1671.9256,2941.8819,1243.6869,8625.0133,8045.8523,10.524,0.0,0.0,3,25,28,402,1087.17,11.2157,Louisville,30252.041899999997,0.021611349085812335,0.031220807584311054,0.09117852046474706,0.2659518446639245,0.25682425343152027,0.01720429309953126,0.019783908077025476
2106451,4064.0645,5884.0409,434.583,1506.0818,2418.3683,29458.6873,1565.4807,422.4775,494.0178,3666.1429,4323.9361,1806.0108,6295.0564,4779.0929,15.7304,0.0,0.0,15,62,78,1364,399.47,13.7824,Louisville,31024.168,0.022162937859242105,0.0779485964427332,0.1309925058262376,0.15403922712038173,0.18965379655639575,0.04854387251021493,0.050458411699817386
2106449,3425.8,7268.192,320.5457,823.4054,1645.4873,30014.1054,1215.5737,135.059,329.4518,3375.4542,3742.2824,1623.9466,7366.0412,6275.9473,17.1093,0.0,0.0,27,77,104,1974,303.78,12.5506,Louisville,31229.6791,0.022309750168235675,0.05268816905105339,0.10969342001916314,0.20095455753314054,0.23272603124406602,0.02636527362608647,0.03892242291971166
2106447,3664.5105,7907.1149,525.045,1065.3909,2281.7861,33070.9237,1338.9506,165.4225,334.6566,2613.4167,4097.9695,1543.9172,8752.3653,6522.516,8.9883,0.0,0.0,17,40,57,760,604.8,13.0228,Louisville,34409.874299999996,0.02458160701860665,0.06631002979194865,0.106492804223809,0.189548104565306,0.22978535305625758,0.03096087854995304,0.03891068237112476
2106516,2388.8269,6380.0735,445.3657,832.4503,1512.4822,26865.0213,675.5535,191.4372,415.5501,3623.5249,4021.1155,1595.7043,5625.7759,3395.4768,10.7772,0.0,0.0,3,10,13,170,2129.71,14.0679,Louisville,27540.574800000002,0.01967434059473276,0.05491632962106436,0.08673530534644663,0.12328549927362903,0.23165245801412923,0.030225225174850927,0.024528499365257788
2106505,4353.5792,6022.7582,534.4337,1860.1641,3278.1738,29774.0608,1822.1933,383.4742,870.2711,5073.6852,4575.3136,2356.1929,6100.8681,4383.3339,39.9495,0.0,0.0,37,114,152,3847,210.43,15.0132,Louisville,31596.2541,0.022571622749178108,0.1037486925169235,0.13778346644368697,0.13872515270243055,0.19061017710396552,0.05887106816664806,0.057669356148261
2148006,78849.0,98397.0,15071.0,39729.0,98181.0,587443.0,37532.0,13818.0,28351.0,118951.0,88461.0,37077.0,85782.0,60474.0,81.553,0.0,0.0,469,1233,1708,28946,369.92,16.2,Louisville,624975.0,0.44646747943667126,0.15709563247228694,0.12616324466859527,0.09676211566524155,0.15744124574383656,0.06356884104349607,0.0600535060546325
1203245,20472.5808,10930.9057,2656.6082,6561.1283,21556.633,71304.0141,16740.7864,10641.37,7716.1781,20824.0843,7772.2486,5939.2726,10968.8378,4709.4277,160.6387,11.9016,267.5969,100,192,292,10539,309.85,15.7308,Miami,88044.8005,0.09710579222473777,0.24483431211463633,0.23252194521191275,0.05348838528647372,0.1241502222471133,0.07451949170477473,0.1901372502144495
1203239,22040.813,9461.8025,3161.5665,8158.2863,24606.1285,77611.9116,18122.8706,6739.1383,7494.5882,21652.1735,9372.6124,6466.9914,11118.321,7145.0298,176.0935,12.0,267.8778,47,134,181,1403,537.76,18.5032,Miami,95734.7822,0.10558717625799746,0.2570212300411956,0.23022544437935347,0.0746328032821985,0.09883245618898802,0.08521668818620672,0.18930090905968489
1204340,20611.5707,14918.6029,2019.5126,2375.2963,8179.7973,80143.8501,9076.4936,915.5442,1475.7162,7629.7457,6093.4111,4195.9296,26658.798,25013.4324,39.2542,12.0004,144.4494,45,127,173,2112,517.08,13.0403,Miami,89220.3437,0.09840231459837188,0.09167982638217094,0.2310161430577065,0.28035256321744906,0.16720890183141235,0.02662251207498907,0.1017300706714194
1203246,17305.2459,13234.034,2538.4475,5865.0296,12874.8097,79202.922,11003.9156,6710.4887,4781.715,18756.728,8180.1441,4945.4339,17497.5076,8337.333,169.2244,11.9989,230.3518,49,142,191,2779,474.87,13.2431,Miami,90206.8376,0.09949033196158201,0.14272384797748439,0.19183749838606043,0.0924235989002357,0.14670603300217008,0.06501685170646414,0.12198403035436468
1203248,22374.4125,11527.5146,3283.1237,6383.8947,20765.0283,70287.032,18990.6865,11159.3514,7834.4396,19350.5885,6469.8141,5270.7687,12388.4917,6439.5948,177.2358,12.0,257.1635,51,155,206,2264,437.2,15.3282,Miami,89277.7185,0.09846559403538688,0.2325865407667114,0.2506130562346725,0.07212911327798685,0.1291182802987926,0.07150522327445817,0.21271235540864086
1245000,103102.0,60493.0,13705.0,29370.0,87838.0,379997.0,74208.0,36374.0,29256.0,88582.0,37977.0,27009.0,78987.0,52021.0,143.0769,11.979,236.3035,599,1925,2527,57871,181.93,15.0,Miami,454205.0,0.5009487909219241,0.19338802217496026,0.22699391905875307,0.1145317322976799,0.1331840618573951,0.06466228979802116,0.16337961189416256
4706573,4361.6521,3394.0706,451.3639,2072.8585,4269.7794,20125.1282,2688.5375,663.244,932.9315,4343.3136,3408.555,1206.8733,3197.5378,1840.499,73.7221,0.0,0.0,0,14,14,165,1642.12,21.1504,Nashville,22813.665699999998,0.01635530504113936,0.18715064494677214,0.19117755909086148,0.0806717496632002,0.14876705381661587,0.09085640470287495,0.11784251127554327
4705632,3502.2131,2616.69,931.9535,847.2344,3837.7408,15662.1278,4309.6491,853.6562,1251.5246,3152.4712,2754.9189,711.9592,3576.6169,1269.1365,57.1012,0.0,0.0,3,30,35,226,571.19,21.1753,Nashville,19971.7769,0.014317931528780168,0.1921485840058625,0.1753493326208435,0.06354331730406501,0.13101282876694026,0.04241945945934038,0.2157761597987909
4705647,3125.6999,3753.0038,139.4305,324.747,1210.423,17465.5316,693.6055,55.6769,155.3556,933.2239,1820.5281,385.9378,5403.7054,5727.574,33.4038,0.0,0.0,10,17,27,1362,674.86,16.2037,Nashville,18159.1371,0.013018435110775328,0.06665274569981082,0.17211873912559836,0.3153926629771974,0.2066616446414383,0.017882409048552834,0.038193847115834824
4705631,3419.3796,2984.0795,637.5324,1048.2056,2542.3238,17303.1783,1892.2136,291.8327,579.614,3223.7344,3645.6715,1058.1093,4049.7335,1645.173,22.639,0.0,0.0,13,14,27,747,721.38,19.0471,Nashville,19195.3919,0.01376133472091316,0.13243758583611748,0.17812616130221848,0.08570219906794048,0.15545001975084705,0.05460430300967132,0.0985713153730728
4705630,3725.5128,3527.7099,374.5496,958.3206,1800.8253,18030.8462,2453.1737,283.8203,1005.0856,3892.339,2933.8328,866.78,5067.9418,1747.6775,59.5809,0.0,0.0,6,15,21,620,979.05,18.6118,Nashville,20484.0199,0.014685162758971654,0.087909375182008,0.18186522728249827,0.08531490369701814,0.17220924935493961,0.046781531317916854,0.11975451876422145
4705629,2946.0954,2216.4817,786.1079,803.4209,3608.3825,14974.1286,3586.303,1100.3483,1072.8341,2460.8016,2290.7456,621.3313,3102.1172,1853.4662,102.0292,0.0,0.0,7,35,42,279,442.22,20.8047,Nashville,18560.4316,0.013306126446536047,0.19440216561744086,0.15872134561000134,0.09985577836571614,0.11941329460815941,0.043284425324175965,0.19321262913793782
4705627,4273.991,2030.3666,458.8625,1521.1846,5860.2018,18484.8232,2573.6211,437.332,1243.2855,2592.4165,1654.6541,635.5646,4354.2288,3193.0612,90.866,0.0,0.0,31,140,171,763,125.07,23.1416,Nashville,21058.4443,0.015096972347514606,0.2782695362954093,0.20294889737427688,0.1516213416894386,0.09641121442126563,0.07223289362863199,0.1222074553980515
4705623,6916.3044,2385.9781,120.2251,409.026,3260.4938,19832.617,1950.826,208.4016,514.0322,1173.0339,1848.7499,606.8126,8732.7034,4919.755,30.073,0.0,0.0,47,155,202,2570,109.55,18.9224,Nashville,21783.443,0.015616729893226758,0.14967074439314332,0.31748823690373906,0.2258379982448943,0.1095266975611908,0.018776059594454633,0.08955133716294697
4706577,2138.568,3513.6939,455.1689,1704.8805,1901.9605,17744.2131,1461.5273,183.7769,629.9135,4139.8545,3742.2281,1048.4871,3053.3349,1877.4477,62.3413,0.0,0.0,1,5,6,103,3332.46,18.8736,Nashville,19205.740400000002,0.013768753645887515,0.09902567850607277,0.1113446610649249,0.09774941821986617,0.1829406670170853,0.08876469741841253,0.07609449961639507
4706567,3777.5818,3990.0118,370.3926,889.0456,2438.0042,19869.5015,2794.2796,552.586,434.1829,3092.2097,2797.5359,911.5272,6441.9319,2893.5296,72.7536,0.0,0.0,7,11,18,233,1260.6,18.8915,Nashville,22663.7811,0.016247851535586805,0.10756795705386274,0.16667188548315606,0.12766633779666198,0.17604457693174017,0.03922586307264181,0.12328729704784132
4705635,4205.4789,3078.7453,376.3417,1918.1897,2589.4929,18855.9487,1856.9498,500.8203,897.5936,5190.9915,3182.128,981.6349,2693.8531,1592.3761,49.1818,0.0002,0.064,11,21,32,580,651.4,20.1197,Nashville,20712.8985,0.014849247714437137,0.1250123389375496,0.2030269145134606,0.07687476599347053,0.14863186183904495,0.09260399243532066,0.08964752820431171
4705601,2842.1797,3565.0881,261.3053,743.7833,1270.4486,16109.5387,3226.1329,442.1675,652.3375,2467.3537,2028.9112,714.3439,4416.5441,2691.5787,10.8626,0.0,0.0,2,10,12,171,1616.95,18.5535,Nashville,19335.671599999998,0.01386190239446242,0.06570151400823294,0.1469839152669894,0.1391955531788625,0.18436927376891482,0.038464908304074424,0.16684013498993283
4705600,4523.3348,3010.764,587.5468,1943.7697,3667.9703,18971.745,3416.6421,486.2602,721.9354,4060.6424,2769.5876,1477.3733,3554.9312,1129.7439,12.0854,0.0,0.0,1,10,11,282,2045.67,22.1301,Nashville,22388.3871,0.016050419306337493,0.16382629339594562,0.20203030926201637,0.05045890246812518,0.13447281904380493,0.08681656587196172,0.15260096601751105
4705598,3463.0011,3845.555,496.8414,1040.7451,1855.052,19780.9083,3412.7331,460.209,1237.2863,3174.9092,2503.6496,909.5057,4108.5713,2329.8514,11.3856,0.0,0.0,0,2,2,59,11602.43,19.9571,Nashville,23193.6414,0.01662771275340458,0.07997761069071754,0.14930177364156189,0.10044783016132339,0.16579497538599583,0.044870066411115114,0.14713454893077157
4705634,2743.1291,3529.4731,612.3164,1134.8053,2423.8536,17520.5927,2019.5953,368.0748,605.6209,3730.4636,3098.9762,1533.2319,3569.9001,1654.1185,39.8405,0.0,0.0,4,5,9,207,2179.8,17.8063,Nashville,19540.188000000002,0.014008521887879285,0.12403819051328914,0.14037678261935763,0.0846477962342924,0.18061712010549205,0.05807248259420051,0.10335069188219262
4706575,4163.8936,2066.9351,368.1297,2945.1162,6317.688,19484.3341,3027.8914,1327.9803,1153.9879,4117.9991,2667.512,778.4234,3207.3744,1670.6322,98.3745,0.0,0.0,31,114,146,881,154.49,21.6817,Nashville,22512.2255,0.016139200076356695,0.2806211842012598,0.1849532222737253,0.07420670130097529,0.09180981641213518,0.13081715900726887,0.13449389559927785
4705653,4417.7937,1520.1675,308.7749,1495.5276,4188.7068,17667.4529,2529.5997,148.7469,1225.7894,3262.79,2458.6118,554.0602,3177.06,2179.5825,134.6407,0.0,0.0,58,88,146,3901,139.28,24.3146,Nashville,20197.0526,0.014479433535529402,0.20738171560163182,0.21872374468417813,0.10791052697822957,0.07526307263899293,0.07404315800227196,0.12523978177975437
4705650,2982.0403,4523.6984,233.5676,478.0815,1374.6942,18861.9962,778.9289,105.2449,212.9807,1339.3526,2053.9904,571.6065,5778.3471,4558.5277,15.7546,0.0,0.0,4,24,28,251,704.85,15.7995,Nashville,19640.9251,0.014080741145456105,0.06998775288069904,0.15182016451126779,0.232081513232122,0.2303083010941733,0.024339849458035048,0.03965644385844848
4705644,2045.6682,4603.395,44.019,356.47,972.0556,18934.1845,564.7427,47.8745,170.3437,568.6289,1099.326,409.3452,5813.6491,5283.6643,26.8273,0.0,0.0,16,56,72,636,272.67,15.7033,Nashville,19498.9272,0.013978941680160124,0.0498491912318524,0.10490645318922012,0.27095815516685623,0.2360724197985724,0.018280581068015476,0.02896127222464708
4705641,2930.985,3381.006,224.7582,589.5646,1370.4496,16132.8448,1713.0201,201.6649,376.8148,1442.1271,1951.4451,559.4554,5873.0553,3412.2639,32.4596,0.0,0.0,21,83,104,1520,171.6,17.4607,Nashville,17845.8649,0.012793847687636714,0.07678937492265098,0.16422968495716017,0.19119682471513524,0.18944537424049193,0.033034631197325866,0.09598437090202884
4705637,2210.8648,3237.7778,639.6232,922.5701,4150.1499,14939.4279,5940.0166,1815.2812,2058.3558,4231.2784,2162.7038,826.5697,1969.3542,626.6476,45.9468,0.0,0.0,35,151,186,701,116.57,22.2744,Nashville,20879.4445,0.0149686459150245,0.1987577371736507,0.10588207545102786,0.03001121934928157,0.15506268556687094,0.044183451171262184,0.2844774975935019
4706571,2585.4996,4710.4625,266.0434,683.3126,1477.6445,18162.9917,1637.6049,516.3653,224.8209,2077.8762,2021.8076,902.918,5331.6991,3959.444,16.2499,0.0,0.0,2,7,9,177,2202.2,16.4341,Nashville,19800.596599999997,0.014195210960312567,0.07462249281454407,0.13057025916788956,0.1999557954836834,0.2378829644474224,0.034507954777747575,0.08270064950217197
4705596,2670.8118,4537.9088,94.4752,477.3111,907.0226,17782.4389,366.6327,82.4486,194.5081,805.6635,1007.519,648.2774,5920.4975,4778.1317,15.2009,0.0,0.0,20,35,55,485,331.36,14.1566,Nashville,18149.0716,0.01301121907083434,0.04997349982905853,0.14715158479044238,0.2632569063804685,0.2500215371051209,0.026298028488218196,0.020200069073005752
4705594,1863.4149,4872.7289,161.102,623.1113,1041.5986,19089.339,952.0685,265.5508,268.8523,1344.3952,2419.2504,744.3679,4881.2732,4459.9885,9.2579,0.014,4.7092,4,6,10,248,2009.74,16.114,Nashville,20041.4075,0.014367850280030984,0.05196973467384095,0.09297360608998693,0.22252758307603515,0.24312093744227084,0.031089643297592867,0.04750270145939303
4705625,2000.6731,2109.5689,53.8196,262.552,1296.2023,18174.566,1181.9704,75.2679,370.32,698.3887,661.3051,191.146,3577.0948,3655.9043,38.3142,0.0,0.0,118,222,341,13488,57.58,21.3927,Nashville,19356.536399999997,0.013876860541614649,0.06696111908124838,0.10335370465840892,0.1888620651127899,0.10897920357261993,0.013563296205399363,0.061059960088722866
4706569,3721.0495,2529.8191,508.2515,1633.873,4298.9985,19189.4809,3552.2658,554.1996,880.0014,3176.1787,2390.0427,1163.5441,4443.2578,2605.4372,109.2781,0.0,0.0,5,29,34,736,668.87,21.3448,Nashville,22741.7467,0.016303745717060475,0.18902723390046813,0.16361478009162367,0.11456123723173683,0.11123630462805974,0.07184149837099492,0.15619335020778297
4706561,4002.3961,2734.7518,596.6587,1374.772,3644.3758,15269.3786,4909.0407,1139.9281,1494.3955,4926.227,2561.3063,1150.2174,1963.2102,864.6862,85.9948,0.0,0.0,9,25,34,624,595.07,21.7941,Nashville,20178.4193,0.0144660751691261,0.180598645868863,0.19834049932249537,0.04284990500197396,0.13552182842050364,0.0681274311991723,0.24326967129326657
4705633,3390.8923,3616.6328,358.3947,1232.2326,2573.727,17571.3671,2176.1646,317.1578,466.4171,2924.8766,2609.1415,1129.4452,4314.8387,2117.4842,7.6119,0.0,0.0,1,3,4,129,4943.68,18.4971,Nashville,19747.5317,0.0141571682959775,0.1303249800591504,0.17170351454533705,0.10722236124521602,0.18313426309055675,0.062396162849919626,0.11019374164409398
4705655,3390.914,2914.3068,590.0555,747.976,2312.1454,16676.0554,1876.9596,755.9807,685.5533,2779.7396,1582.0657,458.3712,5143.5468,3559.9493,52.6176,0.0,0.0,12,44,57,410,339.12,19.6675,Nashville,18553.015,0.013300809424845485,0.12461698451790623,0.1827590416413914,0.19186948485273944,0.1570714909953452,0.04031343081268394,0.1011619102388351
4705602,3086.7145,2347.136,739.9065,1051.1172,3361.6288,14499.025,5240.9802,1419.9548,1612.3334,2907.275,1698.2628,525.326,1771.9031,713.4382,90.822,0.0,0.0,0,7,7,376,2821.06,22.3511,Nashville,19740.0052,0.014151772486070803,0.17028660728988612,0.15636055351426584,0.0361399124701107,0.11889647848327399,0.05324537374621632,0.2654869975921996
4705652,3395.6535,3384.1912,399.2102,1060.2578,1352.4814,17546.8485,1166.4122,106.8415,181.6488,2058.3087,2415.0603,1150.942,5385.6559,3474.6105,11.903,0.0,0.0,6,14,20,284,940.53,16.8222,Nashville,18713.2607,0.013415690888416284,0.07227009507247059,0.18144737611782868,0.18566645809310545,0.18083488598617206,0.05665507267407043,0.06232745277509146
4706568,2730.5923,3574.0552,323.0628,1039.157,2690.4483,20039.4846,1497.5306,113.1955,504.0243,2169.7643,2262.8792,534.7085,6096.6865,4153.988,76.258,0.0,0.0,5,22,27,527,798.58,19.5717,Nashville,21537.0152,0.01544006377158648,0.124916259693233,0.1267801268893152,0.1928677253417483,0.16594171592933035,0.048247574827600635,0.06952964728151924
4706565,2593.5629,4202.4977,480.2803,1456.934,3577.0703,20197.6936,3369.3042,663.3003,1082.7449,4614.3916,3473.4664,1604.8677,2501.5779,1446.2647,40.2555,0.0,0.0,0,2,2,99,11789.5,21.6417,Nashville,23566.997799999997,0.016895375034923048,0.15177658833623958,0.11004595816790173,0.06136561587764575,0.17831373439792159,0.06181831873728366,0.1429609858500581
4705639,2871.795,2530.4997,655.8083,837.3688,4387.285,13396.0727,4037.9987,971.8994,855.9583,2128.8995,2544.1842,680.829,2540.7685,1293.0335,34.6059,0.0,0.0,0,3,3,133,5868.52,21.158,Nashville,17434.0714,0.012498629532210757,0.25163561991492617,0.16471369311398404,0.07416278777040167,0.14513847646187442,0.048027838876530206,0.23160207419626627
4705636,3278.08,3164.6665,979.6136,1366.2006,2915.9001,16647.2564,4165.6531,526.8744,1319.6452,4298.4117,2117.6939,1145.9894,2734.8211,1885.3783,28.5785,0.0,0.0,1,0,1,96,20827.91,19.7907,Nashville,20812.909499999998,0.014920946424937194,0.1400938204329177,0.15749467921920196,0.0905826125553203,0.15204575094361777,0.0656388267663026,0.20013794621332437
4752006,112514.0,108871.0,14856.0,36275.0,94553.0,597428.0,87437.0,17571.0,26784.0,96038.0,80205.0,28692.0,141904.0,88626.0,49.5493,0.0004,0.1355,475,1398,1882,33660,366.7,19.6,Nashville,684865.0,0.4909853652760376,0.1380605841142647,0.16428615232760863,0.1294063364220154,0.15896686359083384,0.05296656572234568,0.1276702303808336
1202614,9407.4788,5634.6773,1385.9513,3714.9637,9045.1185,37574.9754,8664.9464,1409.1651,1923.1905,9434.6397,5660.6978,4179.1948,7142.2557,3360.4671,55.8972,0.0125,28.9411,17,63,80,934,583.42,16.926,Orlando,46239.921800000004,0.07330515612695924,0.1956085248283264,0.20344488028783198,0.07267301275987971,0.12185477885520872,0.08033930889327555,0.18738697376054472
1202610,8850.6215,6928.6435,1659.9675,3593.906,8527.4701,41876.7062,9390.7058,1189.3211,2322.4144,10189.1035,5963.7093,4375.8175,8476.607,3849.2483,44.1107,0.0146,16.6601,28,89,117,887,440.59,18.499,Orlando,51267.412,0.08127534594760373,0.1663299050495264,0.172633033767459,0.07508031065990498,0.13514449208998322,0.07009981116637667,0.18316747942183192
1202612,9285.4215,4932.9068,1041.2841,3674.7093,9861.2565,35124.9791,7798.6379,1471.8929,2421.5706,9124.2967,4967.3545,2504.8429,5658.0164,2719.7473,74.2757,0.0025,7.3299,99,288,387,1834,111.82,19.8012,Orlando,42923.617,0.06804774582726049,0.22973429209630455,0.2163192626739104,0.06336101496257963,0.1149202286417605,0.08560843536472323,0.1816821778514646
1202617,11363.6092,7005.4337,1282.7956,2487.5428,7718.2885,43568.6509,6421.1912,908.1088,1342.0409,6844.2276,5959.6388,4647.5695,11845.5513,7319.4683,47.1915,0.0,0.0,71,209,281,6776,180.67,16.7985,Orlando,49989.8421,0.07924998653225533,0.1543940485051361,0.2273138183443403,0.1464161832953,0.1401343407255786,0.049759969936573646,0.12844735015976055
